f,S21
0,0.999804877
1,0.999808524
2,0.999812113
3,0.999815644
4,0.999819119
5,0.999822536
6,0.999825896
7,0.999829198
8,0.999832444
9,0.999835632
10,0.999838763
11,0.999841836
12,0.999844853
13,0.999847812
14,0.999850714
15,0.99985356
16,0.999856348
17,0.999859079
18,0.999861753
19,0.99986437
20,0.99986693
21,0.999869433
22,0.999871879
23,0.999874268
24,0.9998766
25,0.999878876
26,0.999881095
27,0.999883256
28,0.999885362
29,0.99988741
30,0.999889402
31,0.999891336
32,0.999893215
33,0.999895036
34,0.999896802
35,0.99989851
36,0.999900162
37,0.999901758
38,0.999903297
39,0.999904779
40,0.999906206
41,0.999907576
42,0.999908889
43,0.999910147
44,0.999911348
45,0.999912493
46,0.999913581
47,0.999914614
48,0.99991559
49,0.999916511
50,0.999917375
51,0.999918184
52,0.999918936
53,0.999919633
54,0.999920273
55,0.999920858
56,0.999921388
57,0.999921861
58,0.999922279
59,0.999922641
60,0.999922948
61,0.999923199
62,0.999923394
63,0.999923534
64,0.999923619
65,0.999923648
66,0.999923622
67,0.999923541
68,0.999923405
69,0.999923213
70,0.999922966
71,0.999922664
72,0.999922308
73,0.999921896
74,0.999921429
75,0.999920908
76,0.999920331
77,0.9999197
78,0.999919014
79,0.999918274
80,0.999917479
81,0.999916629
82,0.999915725
83,0.999914767
84,0.999913754
85,0.999912687
86,0.999911566
87,0.99991039
88,0.99990916
89,0.999907877
90,0.999906539
91,0.999905147
92,0.999903702
93,0.999902202
94,0.999900649
95,0.999899042
96,0.999897381
97,0.999895667
98,0.9998939
99,0.999892078
100,0.999890204
101,0.999888276
102,0.999886295
103,0.999884261
104,0.999882173
105,0.999880033
106,0.999877839
107,0.999875593
108,0.999873293
109,0.999870941
110,0.999868537
111,0.999866079
112,0.999863569
113,0.999861007
114,0.999858392
115,0.999855724
116,0.999853005
117,0.999850233
118,0.999847409
119,0.999844533
120,0.999841604
121,0.999838624
122,0.999835592
123,0.999832509
124,0.999829373
125,0.999826186
126,0.999822948
127,0.999819658
128,0.999816316
129,0.999812923
130,0.999809479
131,0.999805984
132,0.999802438
133,0.99979884
134,0.999795192
135,0.999791493
136,0.999787743
137,0.999783942
138,0.999780091
139,0.999776189
140,0.999772237
141,0.999768234
142,0.999764182
143,0.999760078
144,0.999755925
145,0.999751722
146,0.999747469
147,0.999743166
148,0.999738813
149,0.999734411
150,0.999729958
151,0.999725457
152,0.999720906
153,0.999716305
154,0.999711656
155,0.999706957
156,0.999702209
157,0.999697412
158,0.999692566
159,0.999687671
160,0.999682728
161,0.999677736
162,0.999672695
163,0.999667606
164,0.999662469
165,0.999657283
166,0.999652049
167,0.999646767
168,0.999641437
169,0.999636059
170,0.999630634
171,0.99962516
172,0.999619639
173,0.999614071
174,0.999608455
175,0.999602791
176,0.999597081
177,0.999591323
178,0.999585518
179,0.999579666
180,0.999573768
181,0.999567822
182,0.99956183
183,0.999555791
184,0.999549706
185,0.999543575
186,0.999537397
187,0.999531173
188,0.999524903
189,0.999518587
190,0.999512225
191,0.999505817
192,0.999499364
193,0.999492865
194,0.99948632
195,0.999479731
196,0.999473096
197,0.999466415
198,0.99945969
199,0.999452919
200,0.999446104
201,0.999439244
202,0.99943234
203,0.99942539
204,0.999418397
205,0.999411359
206,0.999404276
207,0.99939715
208,0.999389979
209,0.999382765
210,0.999375507
211,0.999368205
212,0.999360859
213,0.99935347
214,0.999346038
215,0.999338562
216,0.999331043
217,0.999323481
218,0.999315875
219,0.999308227
220,0.999300537
221,0.999292803
222,0.999285027
223,0.999277209
224,0.999269348
225,0.999261445
226,0.9992535
227,0.999245513
228,0.999237484
229,0.999229413
